Screen,Section/Panel,Element Type,Element Label/Name,Notes,Logic,Input Data,Output Data
Submission Detail,Correspondence Tab - Thread Row,Stat,Subject,Display: thread subject line,Render subject,thread.subject,-
Submission Detail,Correspondence Tab - Thread Row,Stat,Message Preview,Display: preview of last message,Render truncated last message,thread.lastMessage,-
Submission Detail,Correspondence Tab - Thread Row,Stat,Message Count,Display: X msgs,Render message count,thread.messages.length,-
Submission Detail,Correspondence Tab - Thread Row,Stat,Attachment Count,Display: attachment icon + count,Count attachments across thread,thread.attachments.length,-
Submission Detail,Correspondence Tab - Thread View - Message,Pill/Badge,Direction,Inbound/Outbound badge,Render direction badge,message.direction,-
Submission Detail,Correspondence Tab - Thread View - Message,Stat,Body,Display: message text content,Render message body,message.body,-
Submission Detail,Correspondence Tab - Thread View - Message,Stat,Attachment,Display: attachment name + size,Render attachment chip,message.attachments,GET /api/files/{id}/download
Submission Detail,Correspondence Tab - Composer,Textarea,Reply Input,"Placeholder: Type your reply... (Ctrl+Enter to send)",Capture reply text,User entry,Form state: draft
Submission Detail,Correspondence Tab - Composer,Button,Send,Send message button,Send reply to thread,Form state + thread.id,POST /api/correspondence/{threadId}/reply
Submission Detail,Loss Tab - KPI Summary,KPI Card,5-Yr Incurred Total,"Displays $87,200 with trend indicator",Sum 5-yr incurred losses,GET /api/loss?submissionId={id}&period=5y,-
Submission Detail,Loss Tab - KPI Summary,KPI Card,5-Yr Avg. Loss Ratio,Displays 21.0% with down trend,Compute 5-yr average loss ratio,loss.lossRatio,-
Submission Detail,Loss Tab - KPI Summary,KPI Card,Total Open Claims,Displays 2 with warning accent,Count open claims,claims filtered by open,-
Submission Detail,Loss Tab - KPI Summary,KPI Card,Total Claims (5yr),Displays 9 claims total,Count claims in 5-yr period,claims.length,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Section Header,Year-by-Year Loss Summary,Main table title,Render section header,Static text,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Toggle,By Year,Switch to year view (active),Switch summary view to year,?lossView URL param,Sets ?lossView=year
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Toggle,By Member,Switch to member view (group only),Switch summary view to member,?lossView URL param + submission.kind,Sets ?lossView=member
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Column,Policy Year,Year label in summary table,Render column header,Static text,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Column,# Claims,Claim count per year,Render column header,Static text,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Column,Paid,Paid amount per year,Render column header,Static text,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Column,Reserve,Reserve amount per year,Render column header,Static text,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Column,Incurred Total,Total incurred per year,Render column header,Static text,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Column,Loss Ratio,Loss ratio % per year with badge,Render column header,Static text,-
Submission Detail,Loss Tab - Year-by-Year Loss Summary,Column,Trend,Trend indicator (up/down/neutral),Render column header,Static text,-
Submission Detail,Loss Tab - Claim Detail Log,Section Header,Claim Detail Log,Claims table title,Render section header,Static text,-
Submission Detail,Loss Tab - Claim Detail Log,Status Indicator,2 Open,Badge showing open claim count,Count open claims,claims filtered by open,-
Submission Detail,Loss Tab - Claim Detail Log,Status Indicator,7 Closed,Badge showing closed claim count,Count closed claims,claims filtered by closed,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Claim ID,Claim identifier with Flagged badge,Render claim ID,claim.id,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Date,Claim date,Render claim date,claim.date,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Type,Claim type/peril,Render claim type,claim.type,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Location,Location of claim,Render claim location,claim.location,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Paid,Paid amount,Render paid amount,claim.paid,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Reserve,Reserve amount,Render reserve amount,claim.reserve,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Total,Total paid + reserve,Compute: paid + reserve,claim.paid + claim.reserve,-
Submission Detail,Loss Tab - Claim Detail Log,Column,Status,Claim status (Open/Closed),Render status,claim.status,-
Submission Detail,Rating Tab - Coverage/Premium Calc,Section Header,Primary General Liability (CGL),Product coverage section,Render section header,Static text,-
Submission Detail,Rating Tab - Coverage/Premium Calc,Field,Each Occurrence,"$1,000,000 limit selector",Select per-occurrence limit,User selection + limit options,Updates rating.cgl.eachOccurrence
Submission Detail,Rating Tab - Coverage/Premium Calc,Field,General Aggregate,"$3,000,000 limit selector",Select aggregate limit,User selection,Updates rating.cgl.aggregate
Submission Detail,Rating Tab - Coverage/Premium Calc,Field,Products/Completed Ops,"$2,000,000 limit selector",Select products/completed ops limit,User selection,Updates rating.cgl.products
Submission Detail,Rating Tab - Coverage/Premium Calc,Field,Personal & Adv. Injury,"$1,000,000 limit selector",Select personal/adv injury limit,User selection,Updates rating.cgl.personalAdvInjury
Submission Detail,Rating Tab - Coverage/Premium Calc,Field,Med. Payments (per person),"$10,000 limit selector",Select medical payments limit,User selection,Updates rating.cgl.medPayments
Submission Detail,Rating Tab - Coverage/Premium Calc,Field,Fire Legal Liability,"$300,000 limit selector",Select fire legal liability limit,User selection,Updates rating.cgl.fireLegal
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Premises & Operations,"Required coverage item, checked",Toggle coverage (required by default),Coverage config,Updates rating.cgl.coverages
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Products & Completed Operations,"Required coverage item, checked",Toggle coverage (required by default),Coverage config,Updates rating.cgl.coverages
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Personal & Advertising Injury,"Required coverage item, checked",Toggle coverage (required by default),Coverage config,Updates rating.cgl.coverages
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Medical Payments,"Optional coverage item, +$1,800",Toggle optional coverage,Coverage config,Updates rating.cgl.coverages + premium calc
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Fire Legal Liability,"Optional coverage item, +$1,200",Toggle optional coverage,Coverage config,Updates rating.cgl.coverages + premium calc
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Host Liquor Liability,"Optional coverage item, +$1,600",Toggle optional coverage,Coverage config,Updates rating.cgl.coverages + premium calc
Submission Detail,Rating Tab - Coverage/Premium Calc,Section Header,Endorsements,Product endorsements section,Render section header,Static text,-
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Sexual Abuse & Molestation,"Optional endorsement, +$8,400",Toggle endorsement,Endorsement config,Updates rating.cgl.endorsements
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Liquor Liability Extension,"Optional endorsement, +$1,600",Toggle endorsement,Endorsement config,Updates rating.cgl.endorsements
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Volunteer Liability,"Optional endorsement, +$900",Toggle endorsement,Endorsement config,Updates rating.cgl.endorsements
Submission Detail,Rating Tab - Coverage/Premium Calc,Checkbox,Broad Form Contractual,"Optional endorsement, +$1,100",Toggle endorsement,Endorsement config,Updates rating.cgl.endorsements
Submission Detail,Rating Tab - Coverage/Premium Calc,Stat,Base Premium (CGL),"$11,200 base",Compute base premium from limits,rating.cgl.limits,-
Submission Detail,Rating Tab - Coverage/Premium Calc,Stat,Coverage Adjustments,Sum of selected optional items,Sum optional coverage surcharges,rating.cgl.coverages,-
Submission Detail,Rating Tab - Coverage/Premium Calc,Stat,Endorsement Premium,Sum of selected endorsements,Sum endorsement premiums,rating.cgl.endorsements,-
Submission Detail,Rating Tab - Coverage/Premium Calc,Stat,Manual/Discretionary Adjustment,Underwriter adjustment field,Capture manual adjustment,User entry,Updates rating.cgl.manualAdjustment
Submission Detail,Rating Tab - Coverage/Premium Calc,Stat,Total Premium (CGL),Final calculated premium,Compute: base + adjustments + endorsements + manual,All rating fields,-
Submission Detail,UW Review Tab - Review Checklist,Section Header,Underwriting Review Checklist,Main tab title,Render section header,Static text,-
Submission Detail,UW Review Tab - Review Checklist,Stat,Pass,Count of passed reviews,Count reviews with status=pass,reviewItems filtered by status,-
Submission Detail,UW Review Tab - Review Checklist,Stat,Caution,Count of caution reviews,Count reviews with status=caution,reviewItems filtered by status,-
Submission Detail,UW Review Tab - Review Checklist,Stat,Fail,Count of failed reviews,Count reviews with status=fail,reviewItems filtered by status,-
Submission Detail,UW Review Tab - Review Checklist,Stat,Missing,Count of missing doc reviews,Count reviews with status=missing,reviewItems filtered by status,-
Submission Detail,UW Review Tab - Review Checklist,Stat,Approved,Count of approved decisions,Count reviews with decision=approved,reviewItems filtered by decision,-
Submission Detail,UW Review Tab - Review Checklist,Stat,Referred,Count of referred decisions,Count reviews with decision=referred,reviewItems filtered by decision,-
Submission Detail,UW Review Tab - Review Checklist,Stat,Pending,Count of pending decisions,Count reviews with decision=pending,reviewItems filtered by decision,-
Submission Detail,UW Review Tab - Review Checklist,Field,Loss Run & Claims History Analysis,"Checklist item 01, status caution",Render review item row,reviewItem,-
Submission Detail,UW Review Tab - Review Checklist,Field,Financial Document Review (FDM),"Checklist item 02, status pass",Render review item row,reviewItem,-
Submission Detail,UW Review Tab - Review Checklist,Field,Operational & Exposure Review,"Checklist item 03, status pass",Render review item row,reviewItem,-
Submission Detail,UW Review Tab - Review Checklist,Field,Governance & Management Liability Scrub,"Checklist item 04, status missing-docs",Render review item row,reviewItem,-
Submission Detail,UW Review Tab - Review Checklist,Field,Contractual & Risk Control Review,"Checklist item 05, status caution",Render review item row,reviewItem,-
Submission Detail,UW Review Tab - Review Checklist,Field,Comparable Risk Benchmarking,"Checklist item 06, status pass",Render review item row,reviewItem,-
Submission Detail,UW Review Tab - Review Checklist,Button,Approve,Approve decision for review item,Approve review item,reviewItem.id + user.id,PATCH /api/reviews/{id}/approve
Submission Detail,UW Review Tab - Review Checklist,Button,Refer,Refer decision for review item,Refer review item,reviewItem.id + user.id,PATCH /api/reviews/{id}/refer
Submission Detail,UW Review Tab - Review Checklist,Button,Analytics,Open detail view for review item,Switch to analytics detail view,reviewItem.id,Sets ?review=<id>
Submission Detail,UW Review Tab - Analytics Detail,KPI Card,5-yr Loss Ratio,58% - good,Compute 5-yr loss ratio,GET /api/reviews/{id}/analytics,-
Submission Detail,UW Review Tab - Analytics Detail,KPI Card,Claim Frequency,2.4/yr - warn,Compute claim frequency per year,analytics.claimFrequency,-
Submission Detail,UW Review Tab - Analytics Detail,KPI Card,Avg Severity,$38K - neutral,Compute average severity,analytics.avgSeverity,-
Submission Detail,UW Review Tab - Analytics Detail,KPI Card,Open Claims,2 - neutral,Count open claims,analytics.openClaims,-
Submission Detail,UW Review Tab - Analytics Detail,Section Header,Analysis Findings,Sub-points section,Render section header,Static text,-
Submission Detail,UW Review Tab - Analytics Detail,Field,Frequency vs. Severity,Identifies 12 claims in 5-yr with 1 severity event,Render finding,analytics.findings.frequencyVsSeverity,-
Submission Detail,UW Review Tab - Analytics Detail,Field,Trend Identification,Slip-and-fall pattern flagged (4 of 12),Render finding,analytics.findings.trends,-
Submission Detail,UW Review Tab - Analytics Detail,Field,Reserve Adequacy,"$182K incurred, $46K reserves adequate",Render finding,analytics.findings.reserveAdequacy,-
Submission Detail,UW Review Tab - Analytics Detail,Field,Layer Piercing,No primary breaches in 5-yr,Render finding,analytics.findings.layerPiercing,-
Submission Detail,UW Review Tab - Analytics Detail,Button,Task,Create task from finding,Open new task modal with finding context,Finding context,Modal open + prefilled task
Submission Detail,UW Review Tab - Analytics Detail,Section Header,Document Validation,Validation checklist section,Render section header,Static text,-
Submission Detail,UW Review Tab - Analytics Detail,Stat,Validated,4 docs pass,Count validated docs,validations filtered by pass,-
Submission Detail,UW Review Tab - Analytics Detail,Stat,Failed,0 docs fail,Count failed docs,validations filtered by fail,-
Submission Detail,UW Review Tab - Analytics Detail,Stat,Outstanding,0 docs outstanding,Count outstanding docs,validations filtered by outstanding,-
Submission Detail,UW Review Tab - Analytics Detail,Stat,Pass Rate Gauge,100% animated radial gauge,Compute pass rate %,validations,-
Submission Detail,UW Review Tab - Analytics Detail,Field,5-Year Loss Runs,"Required, received, passed",Render validation row,validation.lossRuns,-
Submission Detail,UW Review Tab - Analytics Detail,Field,Open Claims Summary,"Required, received, passed",Render validation row,validation.openClaims,-
Submission Detail,UW Review Tab - Analytics Detail,Field,Reserve Schedule,"Required, received, passed",Render validation row,validation.reserveSchedule,-
Submission Detail,UW Review Tab - Analytics Detail,Field,Excess Layer Loss History,"Optional, received, passed",Render validation row,validation.excessLayerHistory,-
Submission Detail,UW Review Tab - Analytics Detail,Chart,Claim Count by Year,Bar chart showing 5-year frequency trend,Render chart,claims grouped by year,-
Submission Detail,UW Review Tab - Analytics Detail,Button,Approve,Hero approve button for review item,Approve review item,reviewItem.id + user.id,PATCH /api/reviews/{id}/approve
Submission Detail,UW Review Tab - Analytics Detail,Button,Refer,Hero refer button for review item,Refer review item,reviewItem.id + user.id,PATCH /api/reviews/{id}/refer
Submission Detail,UW Review Tab - Analytics Detail,Button,Back to checklist,Return to list view,Navigate back to checklist,User click,Clears ?review param
Submission Detail,Conditions Tab - Subjectivities,Section Header,Subjectivities,Subjectivities list header,Render section header,Static text,-
Submission Detail,Conditions Tab - Subjectivities,Stat,1 / 3 satisfied,Progress indicator,Count satisfied subjectivities,subjectivities,-
Submission Detail,Conditions Tab - Subjectivities,Button,Add,Add new subjectivity,Open Add Condition modal (subjectivity),User click,Modal open state
Submission Detail,Conditions Tab - Subjectivities,Column,Type,Subjectivity type badge (BIND/QUOTE/POLICY),Render column header,Static text,-
Submission Detail,Conditions Tab - Subjectivities,Column,Title & Description,Condition title and description,Render column header,Static text,-
Submission Detail,Conditions Tab - Subjectivities,Column,Status,Status dropdown (Open/Satisfied/Deferred),Render column header,Static text,-
Submission Detail,Conditions Tab - Subjectivities,Column,Date Satisfied,Date when satisfied,Render column header,Static text,-
Submission Detail,Conditions Tab - Subjectivities,Pill/Badge,BIND,Type badge for BIND conditions,Render type chip,condition.type,-
Submission Detail,Conditions Tab - Subjectivities,Pill/Badge,QUOTE,Type badge for QUOTE conditions,Render type chip,condition.type,-
Submission Detail,Conditions Tab - Subjectivities,Pill/Badge,POLICY,Type badge for POLICY conditions,Render type chip,condition.type,-
Submission Detail,Conditions Tab - Subjectivities,Button,Delete,Remove condition (hover action),Delete subjectivity,condition.id,DELETE /api/conditions/{id}
Submission Detail,Conditions Tab - Contingencies,Section Header,Contingencies,Contingencies list header,Render section header,Static text,-
Submission Detail,Conditions Tab - Contingencies,Stat,0 / 0 satisfied,Progress indicator (empty state),Count satisfied contingencies,contingencies,-
Submission Detail,Conditions Tab - Contingencies,Button,Add,Add new contingency,Open Add Condition modal (contingency),User click,Modal open state
Submission Detail,Conditions Tab - Add Condition Modal,Field,Type,Dropdown for BIND/QUOTE/POLICY,Capture condition type,User selection,Form state: type
Submission Detail,Conditions Tab - Add Condition Modal,Field,Title,Preset or custom title selector,Capture condition title from presets,User selection,Form state: title
Submission Detail,Conditions Tab - Add Condition Modal,Field,Custom title,Free-text input if Free Text... selected,Capture custom title,User entry,Form state: customTitle
Submission Detail,Conditions Tab - Add Condition Modal,Button,Cancel,Dismiss modal,Close modal,User click,Modal closed
Submission Detail,Conditions Tab - Add Condition Modal,Button,Add Subjectivity,Submit new subjectivity,Create subjectivity,Form state,POST /api/conditions (kind=subjectivity)
Submission Detail,Conditions Tab - Add Condition Modal,Button,Add Contingency,Submit new contingency,Create contingency,Form state,POST /api/conditions (kind=contingency)
Submission Detail,Approvals Tab - Approval List,Filter Chip,Pending,"Shows pending count, click to filter",Filter to pending,?status URL param,Sets ?status=pending
Submission Detail,Approvals Tab - Approval List,Filter Chip,Approved,"Shows approved count, click to filter",Filter to approved,?status URL param,Sets ?status=approved
Submission Detail,Approvals Tab - Approval List,Filter Chip,Declined,"Shows declined count, click to filter",Filter to declined,?status URL param,Sets ?status=declined
Submission Detail,Approvals Tab - Approval List,Button,Clear filter,Reset status filter to All,Clear status filter,?status URL param,Clears ?status
Submission Detail,Approvals Tab - Approval List,Button,Request approval,Open new approval modal,Open new approval modal,User click,Modal open state
Submission Detail,Approvals Tab - Approval Card,Status Indicator,Pending,Yellow badge with dot,Render pending badge,approval.status,-
Submission Detail,Approvals Tab - Approval Card,Status Indicator,Approved,Green badge with dot,Render approved badge,approval.status,-
Submission Detail,Approvals Tab - Approval Card,Status Indicator,Declined,Red badge with dot,Render declined badge,approval.status,-
Submission Detail,Approvals Tab - Approval Card,Stat,Overdue,Red alert for overdue approvals,Render overdue alert,approval.dueAt + now(),-
Submission Detail,Approvals Tab - Approval Card,Stat,Due in Xd,Warning for approvals due within 3 days,Render due-soon alert,approval.dueAt + now(),-
Submission Detail,Approvals Tab - Approval Card,Button,Actions,Open action modal for pending approvals,Open action modal,approval.id,Modal open state
Submission Detail,Approvals Tab - New Approval Modal,Field,Account,Read-only account name,Render account name,submission.member.name,-
Submission Detail,Approvals Tab - New Approval Modal,Field,Submission,Read-only submission ID,Render submission ID,submission.id,-
Submission Detail,Approvals Tab - New Approval Modal,Field,Reason for approval,Dropdown selector,Capture approval reason,User selection,Form state: reason
Submission Detail,Approvals Tab - New Approval Modal,Field,Assign to,Dropdown selector for approver name,Capture approver,User selection + GET /api/users?role=approver,Form state: assigneeId
Submission Detail,Approvals Tab - New Approval Modal,Field,Urgency,Dropdown selector (High/Medium/Low),Capture urgency,User selection,Form state: urgency
Submission Detail,Approvals Tab - New Approval Modal,Field,Approve by,Date picker for decision deadline,Capture decision deadline,User selection,Form state: dueAt
Submission Detail,Approvals Tab - New Approval Modal,Field,Note for Approver,Text area for context/rationale,Capture note,User entry,Form state: note
Submission Detail,Approvals Tab - New Approval Modal,Button,Cancel,Dismiss modal,Close modal,User click,Modal closed
Submission Detail,Approvals Tab - New Approval Modal,Button,Send approval,Submit new approval request,Create approval request,Form state + submission.id,POST /api/approvals
Submission Detail,Approvals Tab - Action Modal,Section Header,Approve request / Decline request,Modal title based on action,Render modal title,Selected action,-
Submission Detail,Approvals Tab - Action Modal,Field,Decision,Segmented control for Approve vs Decline,Capture decision,User selection,Form state: decision
Submission Detail,Approvals Tab - Action Modal,Field,Approval note / Decline reason,Text area for decision justification,Capture justification,User entry,Form state: note
Submission Detail,Approvals Tab - Action Modal,Button,Cancel,Dismiss modal,Close modal,User click,Modal closed
Submission Detail,Approvals Tab - Action Modal,Button,Confirm approval / Confirm decline,Submit decision,Submit approval decision,Form state + approval.id,PATCH /api/approvals/{id}/decide
Submission Detail,Notes Tab - Working Scratchpad,Section Header,Working Scratchpad,Transient draft area for underwriter thoughts,Render section header,Static text,-
Submission Detail,Notes Tab - Working Scratchpad,Textarea,Scratchpad text input,Main editable text field for drafting notes,Capture scratchpad text,User entry,Local UI state: scratchpad
Submission Detail,Notes Tab - Working Scratchpad,Button,Clear,Removes all text from scratchpad,Clear scratchpad,User click,Clears scratchpad state
Submission Detail,Notes Tab - Working Scratchpad,Label,Character count,Displays number of characters,Render scratchpad length,scratchpad.length,-
Submission Detail,Notes Tab - Working Scratchpad,Button,Commit to journal,Moves scratchpad text to Official Journal,Commit scratchpad as journal entry,scratchpad text + submission.id,POST /api/journal -> append entry; clear scratchpad
Submission Detail,Notes Tab - Official Journal,Section Header,Official Journal,Read-only append-only audit trail,Render section header,Static text,-
Submission Detail,Notes Tab - Official Journal,Label,Entry count,Shows total number of journal entries,Count journal entries,journal.entries.length,-
Submission Detail,Notes Tab - Official Journal,Stat,Entry position indicator,"Displays ordinal anchor (#001, #002)",Render entry ordinal,entry.position,-
Submission Detail,Notes Tab - Main Panel,Section Header,Notes,Main section for all note entries,Render section header,Static text,-
Submission Detail,Notes Tab - Main Panel,Search,Search notes on this submission,"Full-text search across authors, content, and tags",Filter notes by query,User text,Sets ?q=<text>
Submission Detail,Notes Tab - Main Panel,Filter Chip,All,Filter showing all notes with count badge,Clear notes filter,?noteFilter URL param,Clears ?noteFilter
Submission Detail,Notes Tab - Main Panel,Filter Chip,Mine,Filter showing only user notes,Filter to user notes,?noteFilter URL param,Sets ?noteFilter=mine
Submission Detail,Notes Tab - Main Panel,Filter Chip,Pinned,Filter showing only pinned notes,Filter to pinned notes,?noteFilter URL param,Sets ?noteFilter=pinned
Submission Detail,Notes Tab - Main Panel,Button,New note,Opens modal to create a new note entry,Open new note modal,User click,Modal open state
Submission Detail,Notes Tab - Main Panel,Pill/Badge,Note tags,"Colored tag badges (Renewal, Risk control, Loss run, etc.)",Render tag badges,note.tags,-
Submission Detail,Notes Tab - Main Panel,Button,Pin / Pinned,Toggle to pin or unpin a note,Toggle note pinned state,note.id + note.pinned,PATCH /api/notes/{id} { pinned }
Submission Detail,Notes Tab - New Note Modal,Section Header,New note,Modal title with current date,Render modal title,Static text + now(),-
Submission Detail,Notes Tab - New Note Modal,Field,Account,Read-only field locked to current account,Render account name,submission.member.name,-
Submission Detail,Notes Tab - New Note Modal,Field,Submission,Read-only field locked to current submission,Render submission ID,submission.id,-
Submission Detail,Notes Tab - New Note Modal,Textarea,Note,Text input for note content,Capture note content,User entry,Form state: body
Submission Detail,Notes Tab - New Note Modal,Field,Tags input field,Tag container where tags can be added and removed,Manage tag chips,User entry + tags state,Form state: tags
Submission Detail,Notes Tab - New Note Modal,Button,Add tag from input,Adds custom tag when Enter is pressed,Add tag to note,User entry,Updates form.tags
Submission Detail,Notes Tab - New Note Modal,Button,Quick-add tag,Pre-configured quick-add buttons for common tags,Add preset tag,Preset list,Updates form.tags
Submission Detail,Notes Tab - New Note Modal,Button,Cancel,Closes modal without saving,Close modal,User click,Modal closed
Submission Detail,Notes Tab - New Note Modal,Button,Add note,Submits and creates new note,Submit note,Form state + submission.id,POST /api/notes
Submission Detail,Notes Tab - View Note Modal,Button,Pin / Pinned (modal),Toggle to pin or unpin note from full-screen view,Toggle pinned state,note.id + note.pinned,PATCH /api/notes/{id}
Submission Detail,Notes Tab - View Note Modal,Button,Close,Closes the note view modal,Close modal,User click,Modal closed
Submission Detail,Notes Tasks Tab - Status Tracker,Section Header,Submission Status Tracker,Timeline of workflow stages,Render section header,Static text,-
Submission Detail,Notes Tasks Tab - Status Tracker,Timeline Event,Intake & Triage,First workflow stage,Render stage node + status,submission.stage,-
Submission Detail,Notes Tasks Tab - Status Tracker,Timeline Event,Information Gathering,Workflow stage,Render stage node + status,submission.stage,-
Submission Detail,Notes Tasks Tab - Status Tracker,Timeline Event,Risk Assessment,Current workflow stage,Render stage node + status,submission.stage,-
Submission Detail,Notes Tasks Tab - Status Tracker,Timeline Event,Referral Review,Future workflow stage,Render stage node + status,submission.stage,-
Submission Detail,Notes Tasks Tab - Status Tracker,Timeline Event,Quote Preparation,Future workflow stage,Render stage node + status,submission.stage,-
Submission Detail,Notes Tasks Tab - Status Tracker,Timeline Event,Bind,Final workflow stage,Render stage node + status,submission.stage,-
Submission Detail,Notes Tasks Tab - Notes & Communications,Section Header,Notes & Communications,Container for notes and communications,Render section header,Static text,-
Submission Detail,Notes Tasks Tab - Notes & Communications,Button,UW Note,Tab to select UW Note type when adding,Set note type to UW Note,UI state,Updates form.noteType=uw
Submission Detail,Notes Tasks Tab - Notes & Communications,Button,Internal,Tab to select Internal note type,Set note type to Internal,UI state,Updates form.noteType=internal
Submission Detail,Notes Tasks Tab - Notes & Communications,Button,Broker Communication,Tab to select Broker Communication type,Set note type to Broker Communication,UI state,Updates form.noteType=broker
Submission Detail,Notes Tasks Tab - Notes & Communications,Textarea,Add note input,Text field to compose a new note,Capture note body,User entry,Form state: body
Submission Detail,Notes Tasks Tab - Notes & Communications,Button,Add Note,Submits the new note entry,Submit note,Form state + submission.id,POST /api/notes
Submission Detail,Notes Tasks Tab - Notes & Communications,Pill/Badge,Note type badge,"Colored badge (UW Note, Internal, Broker Communication)",Render note type chip,note.noteType,-
Submission Detail,Notes Tasks Tab - Workflow Actions,Section Header,Workflow Actions,Panel of available workflow state changes,Render section header,Static text,-
Submission Detail,Notes Tasks Tab - Workflow Actions,Button,Reassign Submission,Changes assigned underwriter,Open reassign popover,User click,Popover open -> PATCH /api/submissions/{id} { assigneeId }
Submission Detail,Notes Tasks Tab - Workflow Actions,Button,Escalate to Manager,Flags for supervisor review,Escalate submission,submission.id,POST /api/submissions/{id}/escalate
Submission Detail,Notes Tasks Tab - Workflow Actions,Button,Delegate to Analyst,Assigns sub-task to analyst,Delegate to analyst,User selection,POST /api/submissions/{id}/delegate
Submission Detail,Notes Tasks Tab - Workflow Actions,Button,Flag: Referral Required / Clear Referral Flag,Toggles referral requirement status,Toggle referral flag,submission.id + submission.referralFlag,PATCH /api/submissions/{id} { referralFlag }
Submission Detail,Notes Tasks Tab - Open Tasks,Section Header,Open Tasks,Container for task list with status counts,Render section header,Static text,-
Submission Detail,Notes Tasks Tab - Open Tasks,Label,Task count pills,"Shows Open, Active, and Done task counts",Render task status counts,tasks grouped by status,-
Submission Detail,Notes Tasks Tab - Open Tasks,Button,Add Task,Opens modal to create new task,Open new task modal,User click,Modal open state
Submission Detail,Tasks Tab - Task Table,Section Header,Tasks for this submission,Main title with open and completed counts,Render section header,Static text + tasks counts,-
Submission Detail,Tasks Tab - Task Table,Search,Search tasks,"Full-text search for task title, assignee, or type",Filter tasks by query,User text,Sets ?q=<text>
Submission Detail,Tasks Tab - Task Table,Button,New task,Opens modal to create new task,Open new task modal,User click,Modal open state
Submission Detail,Tasks Tab - Task Table,Alert Banner,Action Required,"Shows when tasks are overdue, due today, or blocked",Render alert banner,tasks filtered by urgent,-
Submission Detail,Tasks Tab - Task Table,Label,Overdue count,Number of overdue tasks,Count overdue tasks,tasks filtered by overdue,-
Submission Detail,Tasks Tab - Task Table,Label,Due today count,Number of tasks due today,Count tasks due today,tasks filtered by dueToday,-
Submission Detail,Tasks Tab - Task Table,Label,Blocked count,Number of blocked tasks,Count blocked tasks,tasks filtered by blocked,-
Submission Detail,Tasks Tab - Task Table,Button,Show urgent only / Show all,Toggles filter to urgent-only tasks,Toggle urgent-only filter,?urgent URL param,Toggles ?urgent
Submission Detail,Tasks Tab - Task Table,Column,Task,Column for task title,Render column header,Static text,-
Submission Detail,Tasks Tab - Task Table,Column,Type,Column for task type,Render column header,Static text,-
Submission Detail,Tasks Tab - Task Table,Column,Assignee,Column for assigned person,Render column header,Static text,-
Submission Detail,Tasks Tab - Task Table,Column,Due Date,Column for due date,Render column header,Static text,-
Submission Detail,Tasks Tab - Task Table,Column,Priority,Column for priority level,Render column header,Static text,-
Submission Detail,Tasks Tab - Task Table,Checkbox,Task checkbox,Circular checkbox to mark task complete,Toggle task completion,task.id + task.status,PATCH /api/tasks/{id} { status }
Submission Detail,Tasks Tab - Task Table,Pill/Badge,Task type chip,"Badge showing task type (Review, Follow-up, Communication, etc.)",Render task type chip,task.type,-
Submission Detail,Tasks Tab - Task Table,Pill/Badge,Overdue badge,Red badge showing days overdue,Render overdue badge,task.dueDate + now(),-
Submission Detail,Tasks Tab - Task Table,Pill/Badge,Due today badge,Orange badge indicating due today,Render due-today badge,task.dueDate,-
Submission Detail,Tasks Tab - Task Table,Pill/Badge,Blocked badge,Red badge indicating task is blocked,Render blocked badge,task.blocked,-
Submission Detail,Tasks Tab - Task Table,Button,Resolve (urgent rows),Action button on urgent rows to mark complete,Mark task complete from urgent row,task.id,PATCH /api/tasks/{id}/complete
Submission Detail,Tasks Tab - Task Table,Button,Completed toggle,Expands/collapses completed tasks section,Toggle completed section visibility,UI state,Toggled UI state
Submission Detail,Tasks Tab - Task Table,Button,Reopen,Reopens a completed task (hover to reveal),Reopen completed task,task.id,PATCH /api/tasks/{id}/reopen
